"","subject","ordinal.item.number","type","question","answer","rt","sentence","item.id","Test","N1","Category"
"7757","1479092806",59,"ItemConfigurationParticiples48","NULL",6,3299,"A child held a bucket filled of sponges on the beach. ",48,"Configuration Participles","pail","Full Containment"
"7758","1479092806",127,"Filler126","NULL",1,3208,"While cooking dinner%2C we cried the onion.",126,"Filler","Filler",NA
"7759","1479092806",24,"ItemPronominalagreementsingular13","NULL",3,4401,"We found a bunch of newspapers and we took it.",13,"Pronominal agreement singular","lot","Measure Phrases"
"7760","1479092806",129,"Filler128","NULL",1,3603,"During the party%2C the magician disappeared a rubber ball.",128,"Filler","Filler",NA
"7761","1479092806",44,"ItemPronominalagreementplural33","NULL",7,3048,"We found a bunch of newspapers and we took them.",33,"Pronominal agreement plural","lot","Measure Phrases"
"7762","1479092806",43,"ItemPronominalagreementplural32","NULL",7,3586,"We found a group of llamas and we photographed them.",32,"Pronominal agreement plural","group","Collections"
"7763","1479092806",62,"ItemConfigurationAdjectives51","NULL",7,5218,"We walked by a case full with silk handkerchiefs.",51,"Configuration Adjectives","case","Arbitrary Containments"
"7764","1479092806",122,"Filler121","NULL",7,3987,"We decided to see to a movie.",121,"Filler","Filler",NA
"7765","1479092806",30,"ItemPronominalagreementsingular19","NULL",4,3234,"We found more chips and we brought it.",19,"Pronominal agreement singular","none","Quantifiers"
"7766","1479092806",97,"ItemAbstractNoun86","NULL",5,3307,"She expressed a lot of thoughts.",86,"Abstract Noun","number","Measure Phrase"
"7767","1479092806",88,"ItemShapeModifier77","NULL",3,4804,"She moved a tall bunch of shirts into the garage.",77,"Shape Modifier","lot","Measure Phrase"
"7768","1479092806",124,"Filler123","NULL",1,3692,"She chose to buy among a new toaster.",123,"Filler","Filler",NA
"7769","1479092806",73,"ItemBreakableness62","NULL",1,1959,"A heap of blankets broke.",62,"Breakableness","heap","Collections"
"7770","1479092806",28,"ItemPronominalagreementsingular17","NULL",2,1911,"We found several pies and we brought it.",17,"Pronominal agreement singular","none","Quantifiers"
"7771","1479092806",80,"ItemOverflowing69","NULL",3,11552,"We added so many shirts that the pile of shirts overflowed.",69,"Overflowing","pile","Collections"
"7772","1479092806",67,"ItemConfigurationAdjectives56","NULL",6,3734,"A child held a bucket full of sponges on the beach.",56,"Configuration Adjectives","pail","Full Containment"
"7773","1479092806",110,"Filler109","NULL",2,2034,"She made a loudly statement.",109,"Filler","Filler",NA
"7774","1479092806",39,"ItemPronominalagreementplural28","NULL",6,4901,"We found a bucket of sponges and we grabbed them.",28,"Pronominal agreement plural","pail","Full Containment"
"7775","1479092806",115,"Filler114","NULL",2,2759,"They stumbled a gold mine.",114,"Filler","Filler",NA
"7776","1479092806",23,"ItemPronominalagreementsingular12","NULL",5,2590,"We found a group of llamas and we photographed it.",12,"Pronominal agreement singular","group","Collections"
"7777","1479092806",131,"Filler130","NULL",2,3079,"We finally felt that we belonged the community.",130,"Filler","Filler",NA
"7778","1479092806",22,"ItemPronominalagreementsingular11","NULL",4,4114,"We found a stack of sandwiches and we packed it.",11,"Pronominal agreement singular","stack","Collections"
"7779","1479092806",56,"ItemConfigurationParticiples45","NULL",3,3800,"She offered a dish sprinkled of strawberries to her friend. ",45,"Configuration Participles","dish","Full Containment"
"7780","1479092806",128,"Filler127","NULL",1,2907,"At the beginning of her speech%2C she laughed a joke.",127,"Filler","Filler",NA
"7781","1479092806",36,"ItemPronominalagreementplural25","NULL",6,2582,"We found a dish of strawberries and we took them.",25,"Pronominal agreement plural","dish","Full Containment"
"7782","1479092806",96,"ItemAbstractNoun85","NULL",5,1920,"She defined a bunch of concepts.",85,"Abstract Noun","lot","Measure Phrase"
"7783","1479092806",90,"ItemShapeModifier79","NULL",5,3271,"She placed a short handful of sandwiches on the table.",79,"Shape Modifier","couple","Measure Phrases"
"7784","1479092806",111,"Filler110","NULL",2,3020,"He played a slowly song.",110,"Filler","Filler",NA
"7785","1479092806",74,"ItemBreakableness63","NULL",2,1453,"A stack of sandwiches broke.",63,"Breakableness","stack","Collections"
"7786","1479092806",45,"ItemPronominalagreementplural34","NULL",6,3260,"We found a lot of bags and we stored them.",34,"Pronominal agreement plural","number","Measure Phrases"
"7787","1479092806",82,"ItemOverflowing71","NULL",2,2411,"We added so many sandwiches that the stack of sandwiches overflowed.",71,"Overflowing","stack","Collections"
"7788","1479092806",66,"ItemConfigurationAdjectives55","NULL",6,1877,"We walked by a case full of silk handkerchiefs.",55,"Configuration Adjectives","case","Full Containment"
"7789","1479094298",3,"Acclimatization-9","NULL",4,7740,"Many people is in the kitchen.",-9,"Acclimatization",NA,NA
"7790","1479094298",4,"Acclimatization-8","NULL",4,643,"We selected a variety of fruits and we bought them.",-8,"Acclimatization",NA,NA
"7791","1479094298",5,"Acclimatization-7","NULL",3,1542,"We saw a flower and we noticed it.",-7,"Acclimatization",NA,NA
"7792","1479094298",6,"Acclimatization-6","NULL",5,486,"They found a box filled of toys in the closet.",-6,"Acclimatization",NA,NA
"7793","1479094298",7,"Acclimatization-5","NULL",4,697,"She met a wide troop of boyscouts at the airport.",-5,"Acclimatization",NA,NA
"7794","1479094298",8,"Acclimatization-4","NULL",5,477,"The mound of clothes cracked.",-4,"Acclimatization",NA,NA
"7795","1479094298",9,"Acclimatization-3","NULL",5,442,"I brought a crate stuffed with decisions to the party.",-3,"Acclimatization",NA,NA
"7796","1479094298",10,"Acclimatization-2","NULL",3,742,"A tub full with lobsters is on the patio.",-2,"Acclimatization",NA,NA
"7797","1479094298",11,"Acclimatization-1","NULL",2,655,"We added so many marbles that the bucket of marbles overflowed.",-1,"Acclimatization",NA,NA
"7798","1479094298",39,"ItemPronominalagreementplural28","NULL",2,1015,"We found a bucket of sponges and we grabbed them.",28,"Pronominal agreement plural","pail","Full Containment"
"7799","1479094298",26,"ItemPronominalagreementsingular15","NULL",3,542,"We found a handful of notepads and we moved it.",15,"Pronominal agreement singular","couple","Measure Phrases"
"7800","1479094298",118,"Filler117","NULL",4,506,"A basket of ornaments the tree.",117,"Filler","Filler",NA
"7801","1479094298",50,"ItemPronominalagreementplural39","NULL",5,1735,"We found more chips and we brought them.",39,"Pronominal agreement plural","none","Quantifiers"
"7802","1479094298",102,"Filler101","NULL",4,700,"He gave through on us.",101,"Filler","Filler",NA
"7803","1479094298",63,"ItemConfigurationAdjectives52","NULL",4,504,"A child held a bucket full with sponges on the beach. ",52,"Configuration Adjectives","pail","Arbitrary Containments"
"7804","1479094298",36,"ItemPronominalagreementplural25","NULL",4,493,"We found a dish of strawberries and we took them.",25,"Pronominal agreement plural","dish","Full Containment"
"7805","1479094298",107,"Filler106","NULL",4,596,"They received a package from.",106,"Filler","Filler",NA
"7806","1479094298",24,"ItemPronominalagreementsingular13","NULL",4,466,"We found a bunch of newspapers and we took it.",13,"Pronominal agreement singular","lot","Measure Phrases"
"7807","1479094298",132,"Filler131","NULL",4,276,"In the spring%2C she emerged brightly colored rain boots.",131,"Filler","Filler",NA
"7808","1479094298",82,"ItemOverflowing71","NULL",4,335,"We added so many sandwiches that the stack of sandwiches overflowed.",71,"Overflowing","stack","Collections"
"7809","1479094298",72,"ItemBreakableness61","NULL",4,148,"A pile of shirts broke.",61,"Breakableness","pile","Collections"
"7810","1479094298",89,"ItemShapeModifier78","NULL",4,799,"She made a circular lot of blankets on the floor.",78,"Shape Modifier","number","Measure Phrases"
"7811","1479094298",65,"ItemConfigurationAdjectives54","NULL",4,1182,"I noticed a pot full of flowers in the store. ",54,"Configuration Adjectives","pot","Full Containment"
"7812","1479094298",98,"ItemAbstractNoun87","NULL",4,845,"She offered a handful of ideas.",87,"Abstract Noun","couple","Measure Phrase"
"7813","1479094298",25,"ItemPronominalagreementsingular14","NULL",1,583,"We found a lot of bags and we stored it.",14,"Pronominal agreement singular","number","Measure Phrases"
"7814","1479094298",128,"Filler127","NULL",2,647,"At the beginning of her speech%2C she laughed a joke.",127,"Filler","Filler",NA
"7815","1479094298",18,"ItemPronominalagreementsingular7","NULL",5,483,"We found a case of silk handkerchiefs and we cleaned it.",7,"Pronominal agreement singular","case","Full Containment"
"7816","1479094298",104,"Filler103","NULL",4,1150,"We wrote a check under.",103,"Filler","Filler",NA
"7817","1479094298",13,"ItemPronominalagreementsingular2","NULL",4,4775,"We found a pot with flowers and we admired it.",2,"Pronominal agreement singular","pot","Arbitary Containment"
"7818","1479094298",130,"Filler129","NULL",2,541,"As a surprise%2C he appeared a bouquet of flowers.",129,"Filler","Filler",NA
"7819","1479094298",55,"ItemConfigurationParticiples44","NULL",3,946,"A child held a bucket filled with sponges on the beach.",44,"Configuration Participles","pail","Arbitrary Containments"
"7820","1479094298",38,"ItemPronominalagreementplural27","NULL",4,583,"We found a case of silk handkerchiefs and we cleaned them.",27,"Pronominal agreement plural","case","Full Containment"
"7821","1479094298",33,"ItemPronominalagreementplural22","NULL",4,52,"We found a pot with flowers and we photographed them.",22,"Pronominal agreement plural","pot","Arbitary Containment"
"7822","1479094298",106,"Filler105","NULL",3,463,"We sent a package to.",105,"Filler","Filler",NA
"7823","1479094298",29,"ItemPronominalagreementsingular18","NULL",3,893,"We found many clocks and we watched it.",18,"Pronominal agreement singular","none","Quantifiers"
"7824","1479094298",121,"Filler120","NULL",3,446,"A rack of newspapers the bookstore.",120,"Filler","Filler",NA
"7825","1479094298",83,"ItemOverflowing72","NULL",3,391,"We added so many llamas that the group of llamas overflowed.",72,"Overflowing","group","Collections"
"7826","1479094298",75,"ItemBreakableness64","NULL",5,414,"A group of llamas broke.",64,"Breakableness","group","Collections"
"7827","1479094298",90,"ItemShapeModifier79","NULL",4,469,"She placed a short handful of sandwiches on the table.",79,"Shape Modifier","couple","Measure Phrases"
"7828","1479094298",59,"ItemConfigurationParticiples48","NULL",4,461,"A child held a bucket filled of sponges on the beach. ",48,"Configuration Participles","pail","Full Containment"
"7829","1479094298",99,"ItemAbstractNoun88","NULL",2,159,"She made a ton of suggestions. ",88,"Abstract Noun","handful","Measure Phrase"
"7830","1479094298",12,"ItemPronominalagreementsingular1","NULL",1,520,"We found a dish with strawberries and we took it.",1,"Pronominal agreement singular","dish","Arbitary Containment"
"7831","1479094298",131,"Filler130","NULL",1,396,"We finally felt that we belonged the community.",130,"Filler","Filler",NA
"7832","1479094298",34,"ItemPronominalagreementplural23","NULL",4,318,"We found a case with silk handkerchiefs and we cleaned them.",23,"Pronominal agreement plural","case","Arbitary Containment"
"7833","1479094298",129,"Filler128","NULL",4,334,"During the party%2C the magician disappeared a rubber ball.",128,"Filler","Filler",NA
"7834","1479094298",58,"ItemConfigurationParticiples47","NULL",4,397,"We walked by a case decorated of silk handkerchiefs. ",47,"Configuration Participles","case","Full Containment"
"7835","1479094298",43,"ItemPronominalagreementplural32","NULL",4,299,"We found a group of llamas and we photographed them.",32,"Pronominal agreement plural","group","Collections"
"7836","1479094298",115,"Filler114","NULL",4,491,"They stumbled a gold mine.",114,"Filler","Filler",NA
"7837","1479094298",47,"ItemPronominalagreementplural36","NULL",3,943,"We found a ton of cookbooks and we read them.",36,"Pronominal agreement plural","handful","Measure Phrases"
"7838","1479094298",101,"Filler100","NULL",3,146,"They watched of the fireworks.",100,"Filler","Filler",NA
"7839","1479094298",78,"ItemOverflowing67","NULL",2,570,"We added so many silk handkerchiefs that the case of silk handkerchiefs overflowed.",67,"Overflowing","case","Full Containment"
"7840","1479094298",68,"ItemBreakableness57","NULL",2,303,"A dish of strawberries broke.",57,"Breakableness","dish","Full Containment"
"7841","1479094298",91,"ItemShapeModifier80","NULL",2,347,"She found a wide ton of llamas in the valley.",80,"Shape Modifier","handful","Measure Phrases"
"7842","1479094298",66,"ItemConfigurationAdjectives55","NULL",2,2871,"We walked by a case full of silk handkerchiefs.",55,"Configuration Adjectives","case","Full Containment"
"7843","1479094298",96,"ItemAbstractNoun85","NULL",2,9456,"She defined a bunch of concepts.",85,"Abstract Noun","lot","Measure Phrase"
"7844","1479094298",15,"ItemPronominalagreementsingular4","NULL",1,682,"We found a bucket with sponges and we grabbed it.",4,"Pronominal agreement singular","pail","Arbitary Containment"
"7845","1479094298",122,"Filler121","NULL",1,554,"We decided to see to a movie.",121,"Filler","Filler",NA
"7846","1479094298",21,"ItemPronominalagreementsingular10","NULL",1,436,"We found a heap of blankets and we washed it.",10,"Pronominal agreement singular","pile","Collections"
"7847","1479094298",49,"ItemPronominalagreementplural38","NULL",1,104,"We found many clocks and we photographed them.",38,"Pronominal agreement plural","none","Quantifiers"
"7848","1479094298",114,"Filler113","NULL",1,1104,"She voted the candidate.",113,"Filler","Filler",NA
"7849","1479094298",67,"ItemConfigurationAdjectives56","NULL",3,153,"A child held a bucket full of sponges on the beach.",56,"Configuration Adjectives","pail","Full Containment"
"7850","1479094298",14,"ItemPronominalagreementsingular3","NULL",3,521,"We found a case with silk handkerchiefs and we cleaned it.",3,"Pronominal agreement singular","case","Arbitary Containment"
"7851","1479094298",100,"Filler99","NULL",2,354,"She refused of the cake.",99,"Filler","Filler",NA
"7852","1479094298",46,"ItemPronominalagreementplural35","NULL",2,285,"We found a handful of notepads and we took them.",35,"Pronominal agreement plural","couple","Measure Phrases"
"7853","1479094298",126,"Filler125","NULL",2,386,"After jumping over the log%2C he fell a mossy rock.",125,"Filler","Filler",NA
"7854","1479094298",81,"ItemOverflowing70","NULL",2,702,"We added so many blankets that the heap of blankets overflowed.",70,"Overflowing","heap","Collections"
"7855","1479094298",70,"ItemBreakableness59","NULL",2,1354,"A case of silk handkerchiefs broke.",59,"Breakableness","case","Full Containment"
"7856","1479094298",85,"ItemShapeModifier74","NULL",4,616,"She made a circular heap of blankets on the floor.",74,"Shape Modifier","heap","Collections"
"7857","1479094298",56,"ItemConfigurationParticiples45","NULL",3,8009,"She offered a dish sprinkled of strawberries to her friend. ",45,"Configuration Participles","dish","Full Containment"
"7858","1479094298",93,"ItemAbstractNoun82","NULL",1,651,"She expressed a heap of thoughts.",82,"Abstract Noun","heap","Collection"
"7859","1479094298",41,"ItemPronominalagreementplural30","NULL",2,568,"We found a heap of blankets and we washed them.",30,"Pronominal agreement plural","pile","Collections"
"7860","1479094298",119,"Filler118","NULL",3,552,"A spoonful of tapioca the medicine.",118,"Filler","Filler",NA
"7861","1479094298",19,"ItemPronominalagreementsingular8","NULL",5,511,"We found a bucket of sponges and we grabbed it.",8,"Pronominal agreement singular","pail","Full Containment"
"7862","1479094298",120,"Filler119","NULL",5,136,"A dash of salt the soup.",119,"Filler","Filler",NA
"7863","1479094298",30,"ItemPronominalagreementsingular19","NULL",5,152,"We found more chips and we brought it.",19,"Pronominal agreement singular","none","Quantifiers"
"7864","1479094298",109,"Filler108","NULL",5,257,"They rented bicycles nearly the sea.",108,"Filler","Filler",NA
"7865","1479094298",53,"ItemConfigurationParticiples42","NULL",5,402,"I noticed a pot adorned with flowers in the store.",42,"Configuration Participles","pot","Arbitrary Containments"
"7866","1479094298",37,"ItemPronominalagreementplural26","NULL",5,186,"We found a pot of flowers and we photographed them.",26,"Pronominal agreement plural","pot","Full Containment"
"7867","1479094298",105,"Filler104","NULL",5,271,"She built a house for.",104,"Filler","Filler",NA
"7868","1479094298",31,"ItemPronominalagreementsingular20","NULL",5,270,"We found some paintings and we purchased it.",20,"Pronominal agreement singular","none","Quantifiers"
"7869","1479094298",80,"ItemOverflowing69","NULL",5,257,"We added so many shirts that the pile of shirts overflowed.",69,"Overflowing","pile","Collections"
"7870","1479094298",71,"ItemBreakableness60","NULL",5,170,"A bucket of sponges broke.",60,"Breakableness","pail","Full Containment"
"7871","1479094298",87,"ItemShapeModifier76","NULL",5,365,"She found a wide group of llamas in the valley.",76,"Shape Modifier","group","Collections"
"7872","1479094298",64,"ItemConfigurationAdjectives53","NULL",5,470,"She offered a dish full of strawberries to her friend. ",53,"Configuration Adjectives","dish","Full Containment"
"7873","1479094298",95,"ItemAbstractNoun84","NULL",5,270,"She made a group of suggestions.",84,"Abstract Noun","group","Collection"
"7874","1479094298",42,"ItemPronominalagreementplural31","NULL",5,457,"We found a stack of sandwiches and we brought them.",31,"Pronominal agreement plural","stack","Collections"
"7875","1479094298",108,"Filler107","NULL",4,70,"We drove past a tractor nearly the farm.",107,"Filler","Filler",NA
"7876","1479094298",51,"ItemPronominalagreementplural40","NULL",5,288,"We found some paintings and we purchased them.",40,"Pronominal agreement plural","none","Quantifiers"
"7877","1479094298",103,"Filler102","NULL",6,252,"They gave beside to us.",102,"Filler","Filler",NA
"7878","1479094298",40,"ItemPronominalagreementplural29","NULL",4,119,"We found a pile of shirts and we took them.",29,"Pronominal agreement plural","heap","Collections"
"7879","1479094298",111,"Filler110","NULL",4,254,"He played a slowly song.",110,"Filler","Filler",NA
"7880","1479094298",52,"ItemConfigurationParticiples41","NULL",4,302,"She offered a dish sprinkled with strawberries to her friend.",41,"Configuration Participles","dish","Arbitrary Containments"
"7881","1479094298",22,"ItemPronominalagreementsingular11","NULL",5,1654,"We found a stack of sandwiches and we packed it.",11,"Pronominal agreement singular","stack","Collections"
"7882","1479094298",125,"Filler124","NULL",6,338,"They planned to take the trash from.",124,"Filler","Filler",NA
"7883","1479094298",32,"ItemPronominalagreementplural21","NULL",5,803,"We found a dish with strawberries and we took them.",21,"Pronominal agreement plural","dish","Arbitary Containment"
"7884","1479094298",110,"Filler109","NULL",4,870,"She made a loudly statement.",109,"Filler","Filler",NA
"7885","1479094298",79,"ItemOverflowing68","NULL",5,3926,"We added so many sponges that the bucket of sponges overflowed.",68,"Overflowing","pail","Full Containment"
"7886","1479094298",74,"ItemBreakableness63","NULL",6,536,"A stack of sandwiches broke.",63,"Breakableness","stack","Collections"
"7887","1479094298",88,"ItemShapeModifier77","NULL",3,1400,"She moved a tall bunch of shirts into the garage.",77,"Shape Modifier","lot","Measure Phrase"
"7888","1479094298",57,"ItemConfigurationParticiples46","NULL",5,463,"I noticed a pot adorned of flowers in the store. ",46,"Configuration Participles","pot","Full Containment"
"7889","1479094298",97,"ItemAbstractNoun86","NULL",5,189,"She expressed a lot of thoughts.",86,"Abstract Noun","number","Measure Phrase"
"7890","1479094298",16,"ItemPronominalagreementsingular5","NULL",5,293,"We found a dish of strawberries and we took it.",5,"Pronominal agreement singular","dish","Full Containment"
"7891","1479094298",124,"Filler123","NULL",5,152,"She chose to buy among a new toaster.",123,"Filler","Filler",NA
"7892","1479094298",44,"ItemPronominalagreementplural33","NULL",5,267,"We found a bunch of newspapers and we took them.",33,"Pronominal agreement plural","lot","Measure Phrases"
"7893","1479094298",113,"Filler112","NULL",6,403,"He looked an article.",112,"Filler","Filler",NA
"7894","1479094298",20,"ItemPronominalagreementsingular9","NULL",7,776,"We found a pile of shirts and we sorted it.",9,"Pronominal agreement singular","heap","Collections"
"7895","1479094298",62,"ItemConfigurationAdjectives51","NULL",7,469,"We walked by a case full with silk handkerchiefs.",51,"Configuration Adjectives","case","Arbitrary Containments"
"7896","1479094298",45,"ItemPronominalagreementplural34","NULL",3,654,"We found a lot of bags and we stored them.",34,"Pronominal agreement plural","number","Measure Phrases"
"7897","1479094298",117,"Filler116","NULL",5,256,"They fined so many pedestrians that the city.",116,"Filler","Filler",NA
"7898","1479094298",27,"ItemPronominalagreementsingular16","NULL",5,513,"We found a ton of cookbooks and we read it.",16,"Pronominal agreement singular","handful","Measure Phrases"
"7899","1479094298",123,"Filler122","NULL",3,1103,"He resolved to give smoking.",122,"Filler","Filler",NA
"7900","1479094298",77,"ItemOverflowing66","NULL",4,438,"We added so many flowers that the pot of flowers overflowed.",66,"Overflowing","pot","Full Containment"
"7901","1479094298",73,"ItemBreakableness62","NULL",5,487,"A heap of blankets broke.",62,"Breakableness","heap","Collections"
"7902","1479094298",84,"ItemShapeModifier73","NULL",4,568,"She moved a tall pile of shirts into the garage.",73,"Shape Modifier","pile","Collection"
"7903","1479094298",61,"ItemConfigurationAdjectives50","NULL",3,1389,"I noticed a pot full with flowers in the store. ",50,"Configuration Adjectives","pot","Arbitrary Containments"
"7904","1479094298",94,"ItemAbstractNoun83","NULL",4,788,"She offered a stack of ideas.",83,"Abstract Noun","stack","Collection"
"7905","1479094298",28,"ItemPronominalagreementsingular17","NULL",3,906,"We found several pies and we brought it.",17,"Pronominal agreement singular","none","Quantifiers"
"7906","1479094298",133,"Filler132","NULL",4,2343,"He looked like a fool when he responded the question.",132,"Filler","Filler",NA
"7907","1479094298",23,"ItemPronominalagreementsingular12","NULL",4,204,"We found a group of llamas and we photographed it.",12,"Pronominal agreement singular","group","Collections"
"7908","1479094298",116,"Filler115","NULL",3,240,"We built so many houses that the neighborhood.",115,"Filler","Filler",NA
"7909","1479094298",17,"ItemPronominalagreementsingular6","NULL",7,284,"We found a pot of flowers and we admired it.",6,"Pronominal agreement singular","pot","Full Containment"
"7910","1479094298",134,"Filler133","NULL",4,253,"They would not exist the new law after the referendum",133,"Filler","Filler",NA
"7911","1479094298",54,"ItemConfigurationParticiples43","NULL",2,288,"We walked by a case decorated with silk handkerchiefs.",43,"Configuration Participles","case","Arbitrary Containments"
"7912","1479094298",48,"ItemPronominalagreementplural37","NULL",4,263,"We found several pies and we brought them.",37,"Pronominal agreement plural","none","Quantifiers"
"7913","1479094298",127,"Filler126","NULL",6,289,"While cooking dinner%2C we cried the onion.",126,"Filler","Filler",NA
"7914","1479094298",35,"ItemPronominalagreementplural24","NULL",4,537,"We found a bucket with sponges and we grabbed them.",24,"Pronominal agreement plural","pail","Arbitary Containment"
"7915","1479094298",112,"Filler111","NULL",4,447,"We insisted a toast.",111,"Filler","Filler",NA
"7916","1479094298",76,"ItemOverflowing65","NULL",2,306,"We added so many strawberries that the dish of strawberries overflowed.",65,"Overflowing","dish","Full Containment"
"7917","1479094298",69,"ItemBreakableness58","NULL",2,279,"A pot of flowers broke.",58,"Breakableness","pot","Full Containment"
"7918","1479094298",86,"ItemShapeModifier75","NULL",3,233,"She placed a short stack of sandwiches on the table.",75,"Shape Modifier","stack","Collections"
"7919","1479094298",60,"ItemConfigurationAdjectives49","NULL",3,153,"She offered a dish full with strawberries to her friend. ",49,"Configuration Adjectives","dish","Arbitrary Containments"
"7920","1479094298",92,"ItemAbstractNoun81","NULL",3,334,"She defined a pile of concepts.",81,"Abstract Noun","pile","Collection"
"8053","1479097799",3,"Acclimatization-9","NULL",3,5500,"Many people is in the kitchen.",-9,"Acclimatization",NA,NA
"8054","1479097799",4,"Acclimatization-8","NULL",3,3536,"We selected a variety of fruits and we bought them.",-8,"Acclimatization",NA,NA
"8055","1479097799",5,"Acclimatization-7","NULL",2,2770,"We saw a flower and we noticed it.",-7,"Acclimatization",NA,NA
"8056","1479097799",6,"Acclimatization-6","NULL",6,3416,"They found a box filled of toys in the closet.",-6,"Acclimatization",NA,NA
"8057","1479097799",7,"Acclimatization-5","NULL",6,1980,"She met a wide troop of boyscouts at the airport.",-5,"Acclimatization",NA,NA
"8058","1479097799",8,"Acclimatization-4","NULL",6,2182,"The mound of clothes cracked.",-4,"Acclimatization",NA,NA
"8059","1479097799",9,"Acclimatization-3","NULL",5,2508,"I brought a crate stuffed with decisions to the party.",-3,"Acclimatization",NA,NA
"8060","1479097799",10,"Acclimatization-2","NULL",4,1496,"A tub full with lobsters is on the patio.",-2,"Acclimatization",NA,NA
"8061","1479097799",11,"Acclimatization-1","NULL",5,296,"We added so many marbles that the bucket of marbles overflowed.",-1,"Acclimatization",NA,NA
"8062","1479097799",36,"ItemPronominalagreementplural25","NULL",4,631,"We found a dish of strawberries and we took them.",25,"Pronominal agreement plural","dish","Full Containment"
"8063","1479097799",51,"ItemPronominalagreementplural40","NULL",3,338,"We found some paintings and we purchased them.",40,"Pronominal agreement plural","none","Quantifiers"
"8064","1479097799",112,"Filler111","NULL",4,1935,"We insisted a toast.",111,"Filler","Filler",NA
"8065","1479097799",53,"ItemConfigurationParticiples42","NULL",5,1059,"I noticed a pot adorned with flowers in the store.",42,"Configuration Participles","pot","Arbitrary Containments"
"8066","1479097799",45,"ItemPronominalagreementplural34","NULL",4,331,"We found a lot of bags and we stored them.",34,"Pronominal agreement plural","number","Measure Phrases"
"8067","1479097799",101,"Filler100","NULL",3,120,"They watched of the fireworks.",100,"Filler","Filler",NA
"8068","1479097799",21,"ItemPronominalagreementsingular10","NULL",3,282,"We found a heap of blankets and we washed it.",10,"Pronominal agreement singular","pile","Collections"
"8069","1479097799",124,"Filler123","NULL",3,279,"She chose to buy among a new toaster.",123,"Filler","Filler",NA
"8070","1479097799",66,"ItemConfigurationAdjectives55","NULL",4,365,"We walked by a case full of silk handkerchiefs.",55,"Configuration Adjectives","case","Full Containment"
"8071","1479097799",91,"ItemShapeModifier80","NULL",5,330,"She found a wide ton of llamas in the valley.",80,"Shape Modifier","handful","Measure Phrases"
"8072","1479097799",40,"ItemPronominalagreementplural29","NULL",5,1181,"We found a pile of shirts and we took them.",29,"Pronominal agreement plural","heap","Collections"
"8073","1479097799",96,"ItemAbstractNoun85","NULL",3,770,"She defined a bunch of concepts.",85,"Abstract Noun","lot","Measure Phrase"
"8074","1479097799",71,"ItemBreakableness60","NULL",5,398,"A bucket of sponges broke.",60,"Breakableness","pail","Full Containment"
"8075","1479097799",76,"ItemOverflowing65","NULL",5,322,"We added so many strawberries that the dish of strawberries overflowed.",65,"Overflowing","dish","Full Containment"
"8076","1479097799",121,"Filler120","NULL",5,246,"A rack of newspapers the bookstore.",120,"Filler","Filler",NA
"8077","1479097799",38,"ItemPronominalagreementplural27","NULL",4,971,"We found a case of silk handkerchiefs and we cleaned them.",27,"Pronominal agreement plural","case","Full Containment"
"8078","1479097799",125,"Filler124","NULL",6,893,"They planned to take the trash from.",124,"Filler","Filler",NA
"8079","1479097799",41,"ItemPronominalagreementplural30","NULL",2,587,"We found a heap of blankets and we washed them.",30,"Pronominal agreement plural","pile","Collections"
"8080","1479097799",129,"Filler128","NULL",5,380,"During the party%2C the magician disappeared a rubber ball.",128,"Filler","Filler",NA
"8081","1479097799",60,"ItemConfigurationAdjectives49","NULL",3,1027,"She offered a dish full with strawberries to her friend. ",49,"Configuration Adjectives","dish","Arbitrary Containments"
"8082","1479097799",42,"ItemPronominalagreementplural31","NULL",4,1005,"We found a stack of sandwiches and we brought them.",31,"Pronominal agreement plural","stack","Collections"
"8083","1479097799",117,"Filler116","NULL",3,1172,"They fined so many pedestrians that the city.",116,"Filler","Filler",NA
"8084","1479097799",50,"ItemPronominalagreementplural39","NULL",3,331,"We found more chips and we brought them.",39,"Pronominal agreement plural","none","Quantifiers"
"8085","1479097799",27,"ItemPronominalagreementsingular16","NULL",3,230,"We found a ton of cookbooks and we read it.",16,"Pronominal agreement singular","handful","Measure Phrases"
"8086","1479097799",103,"Filler102","NULL",4,1472,"They gave beside to us.",102,"Filler","Filler",NA
"8087","1479097799",57,"ItemConfigurationParticiples46","NULL",4,512,"I noticed a pot adorned of flowers in the store. ",46,"Configuration Participles","pot","Full Containment"
"8088","1479097799",84,"ItemShapeModifier73","NULL",4,331,"She moved a tall pile of shirts into the garage.",73,"Shape Modifier","pile","Collection"
"8089","1479097799",33,"ItemPronominalagreementplural22","NULL",5,168,"We found a pot with flowers and we photographed them.",22,"Pronominal agreement plural","pot","Arbitary Containment"
"8090","1479097799",99,"ItemAbstractNoun88","NULL",6,1857,"She made a ton of suggestions. ",88,"Abstract Noun","handful","Measure Phrase"
"8091","1479097799",73,"ItemBreakableness62","NULL",4,752,"A heap of blankets broke.",62,"Breakableness","heap","Collections"
"8092","1479097799",82,"ItemOverflowing71","NULL",2,2472,"We added so many sandwiches that the stack of sandwiches overflowed.",71,"Overflowing","stack","Collections"
"8093","1479097799",127,"Filler126","NULL",2,322,"While cooking dinner%2C we cried the onion.",126,"Filler","Filler",NA
